,LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value
98,CAN,GDP,TOT,USD_CAP,A,2005,36327.662059
99,CAN,GDP,TOT,USD_CAP,A,2006,38120.176792
100,CAN,GDP,TOT,USD_CAP,A,2007,39575.324973
101,CAN,GDP,TOT,USD_CAP,A,2008,40376.330167
102,CAN,GDP,TOT,USD_CAP,A,2009,38865.406022
103,CAN,GDP,TOT,USD_CAP,A,2010,40099.497886
104,CAN,GDP,TOT,USD_CAP,A,2011,41666.718851
105,CAN,GDP,TOT,USD_CAP,A,2012,42290.879082
106,CAN,GDP,TOT,USD_CAP,A,2013,44298.514462
107,CAN,GDP,TOT,USD_CAP,A,2014,45753.782936
108,CAN,GDP,TOT,USD_CAP,A,2015,44670.054374
109,CAN,GDP,TOT,USD_CAP,A,2016,46472.368771
110,CAN,GDP,TOT,USD_CAP,A,2017,48317.191163
111,CAN,GDP,TOT,USD_CAP,A,2018,49992.811418
112,CAN,GDP,TOT,USD_CAP,A,2019,49832.414539
113,CAN,GDP,TOT,USD_CAP,A,2020,47226.357276
114,CAN,GDP,TOT,USD_CAP,A,2021,53023.405782
115,CAN,GDP,TOT,USD_CAP,A,2022,58347.676945
116,FRA,GDP,TOT,USD_CAP,A,1960,1807.175059
117,FRA,GDP,TOT,USD_CAP,A,1961,1892.960772
118,FRA,GDP,TOT,USD_CAP,A,1962,2036.181205
119,FRA,GDP,TOT,USD_CAP,A,1963,2138.997489
120,FRA,GDP,TOT,USD_CAP,A,1964,2294.496424
121,FRA,GDP,TOT,USD_CAP,A,1965,2456.145844
122,FRA,GDP,TOT,USD_CAP,A,1966,2654.479048
123,FRA,GDP,TOT,USD_CAP,A,1967,2838.087508
124,FRA,GDP,TOT,USD_CAP,A,1968,3090.801782
125,FRA,GDP,TOT,USD_CAP,A,1969,3480.062658
126,FRA,GDP,TOT,USD_CAP,A,1970,3693.708189
127,FRA,GDP,TOT,USD_CAP,A,1971,4048.705235
128,FRA,GDP,TOT,USD_CAP,A,1972,4375.138543
129,FRA,GDP,TOT,USD_CAP,A,1973,4868.578155
130,FRA,GDP,TOT,USD_CAP,A,1974,5498.938847
131,FRA,GDP,TOT,USD_CAP,A,1975,5923.027636
132,FRA,GDP,TOT,USD_CAP,A,1976,6495.114782
133,FRA,GDP,TOT,USD_CAP,A,1977,7105.261485
134,FRA,GDP,TOT,USD_CAP,A,1978,7873.155534
135,FRA,GDP,TOT,USD_CAP,A,1979,8790.586168
136,FRA,GDP,TOT,USD_CAP,A,1980,9685.833943
137,FRA,GDP,TOT,USD_CAP,A,1981,10655.197134
138,FRA,GDP,TOT,USD_CAP,A,1982,11527.334889
139,FRA,GDP,TOT,USD_CAP,A,1983,12062.20014
140,FRA,GDP,TOT,USD_CAP,A,1984,12624.890227
141,FRA,GDP,TOT,USD_CAP,A,1985,13169.628576
142,FRA,GDP,TOT,USD_CAP,A,1986,13678.853418
143,FRA,GDP,TOT,USD_CAP,A,1987,14298.382473
144,FRA,GDP,TOT,USD_CAP,A,1988,15415.75365
145,FRA,GDP,TOT,USD_CAP,A,1989,16616.746609
146,FRA,GDP,TOT,USD_CAP,A,1990,17645.96453
147,FRA,GDP,TOT,USD_CAP,A,1991,18341.987902
148,FRA,GDP,TOT,USD_CAP,A,1992,18965.43462
149,FRA,GDP,TOT,USD_CAP,A,1993,19209.673379
150,FRA,GDP,TOT,USD_CAP,A,1994,20008.098899
151,FRA,GDP,TOT,USD_CAP,A,1995,20782.665875
152,FRA,GDP,TOT,USD_CAP,A,1996,21362.732661
153,FRA,GDP,TOT,USD_CAP,A,1997,22247.339246
154,FRA,GDP,TOT,USD_CAP,A,1998,23363.975956
155,FRA,GDP,TOT,USD_CAP,A,1999,24311.403864
156,FRA,GDP,TOT,USD_CAP,A,2000,26099.7352
157,FRA,GDP,TOT,USD_CAP,A,2001,27499.541566
158,FRA,GDP,TOT,USD_CAP,A,2002,28528.156107
159,FRA,GDP,TOT,USD_CAP,A,2003,28178.57676
160,FRA,GDP,TOT,USD_CAP,A,2004,29065.215266
161,FRA,GDP,TOT,USD_CAP,A,2005,30504.058784
162,FRA,GDP,TOT,USD_CAP,A,2006,32472.263308
163,FRA,GDP,TOT,USD_CAP,A,2007,34132.697684
164,FRA,GDP,TOT,USD_CAP,A,2008,35102.870428
165,FRA,GDP,TOT,USD_CAP,A,2009,34686.479663
166,FRA,GDP,TOT,USD_CAP,A,2010,35910.195851
167,FRA,GDP,TOT,USD_CAP,A,2011,37447.949543
168,FRA,GDP,TOT,USD_CAP,A,2012,37684.198067
169,FRA,GDP,TOT,USD_CAP,A,2013,39528.473644
170,FRA,GDP,TOT,USD_CAP,A,2014,40144.059485
171,FRA,GDP,TOT,USD_CAP,A,2015,40829.893311
172,FRA,GDP,TOT,USD_CAP,A,2016,42855.944562
173,FRA,GDP,TOT,USD_CAP,A,2017,44444.934559
174,FRA,GDP,TOT,USD_CAP,A,2018,46336.933985
175,FRA,GDP,TOT,USD_CAP,A,2019,50226.680167
176,FRA,GDP,TOT,USD_CAP,A,2020,47829.935222
177,FRA,GDP,TOT,USD_CAP,A,2021,50997.632933
178,FRA,GDP,TOT,USD_CAP,A,2022,55064.32964
179,DEU,GDP,TOT,USD_CAP,A,1970,4045.313056
180,DEU,GDP,TOT,USD_CAP,A,1971,4347.943119
181,DEU,GDP,TOT,USD_CAP,A,1972,4708.714863
182,DEU,GDP,TOT,USD_CAP,A,1973,5188.14815
183,DEU,GDP,TOT,USD_CAP,A,1974,5703.685883
184,DEU,GDP,TOT,USD_CAP,A,1975,6201.537245
185,DEU,GDP,TOT,USD_CAP,A,1976,6898.392869
186,DEU,GDP,TOT,USD_CAP,A,1977,7586.991712
187,DEU,GDP,TOT,USD_CAP,A,1978,8373.848531
188,DEU,GDP,TOT,USD_CAP,A,1979,9442.3089
189,DEU,GDP,TOT,USD_CAP,A,1980,10413.749108
190,DEU,GDP,TOT,USD_CAP,A,1981,11442.63665
191,DEU,GDP,TOT,USD_CAP,A,1982,12114.443953
192,DEU,GDP,TOT,USD_CAP,A,1983,12821.754112
193,DEU,GDP,TOT,USD_CAP,A,1984,13707.763423
194,DEU,GDP,TOT,USD_CAP,A,1985,14503.627262
195,DEU,GDP,TOT,USD_CAP,A,1986,15129.858431
196,DEU,GDP,TOT,USD_CAP,A,1987,15715.716626
197,DEU,GDP,TOT,USD_CAP,A,1988,16787.492168
198,DEU,GDP,TOT,USD_CAP,A,1989,17995.925759
199,DEU,GDP,TOT,USD_CAP,A,1990,19480.557347
200,DEU,GDP,TOT,USD_CAP,A,1991,21006.916849
201,DEU,GDP,TOT,USD_CAP,A,1992,21755.46889
202,DEU,GDP,TOT,USD_CAP,A,1993,21932.079726
203,DEU,GDP,TOT,USD_CAP,A,1994,22879.403869
204,DEU,GDP,TOT,USD_CAP,A,1995,23672.893332
205,DEU,GDP,TOT,USD_CAP,A,1996,24211.200418
206,DEU,GDP,TOT,USD_CAP,A,1997,24730.827071
207,DEU,GDP,TOT,USD_CAP,A,1998,25532.748584
208,DEU,GDP,TOT,USD_CAP,A,1999,26510.228697
209,DEU,GDP,TOT,USD_CAP,A,2000,27456.262771
210,DEU,GDP,TOT,USD_CAP,A,2001,28663.895351
211,DEU,GDP,TOT,USD_CAP,A,2002,29504.28924
212,DEU,GDP,TOT,USD_CAP,A,2003,30270.992251
213,DEU,GDP,TOT,USD_CAP,A,2004,31741.875731
214,DEU,GDP,TOT,USD_CAP,A,2005,32236.740986
215,DEU,GDP,TOT,USD_CAP,A,2006,34664.541909
216,DEU,GDP,TOT,USD_CAP,A,2007,36863.113348
217,DEU,GDP,TOT,USD_CAP,A,2008,38432.448211
218,DEU,GDP,TOT,USD_CAP,A,2009,37465.456323
219,DEU,GDP,TOT,USD_CAP,A,2010,39675.00238
220,DEU,GDP,TOT,USD_CAP,A,2011,42541.513126
